# This file was created by 'globes-discovery 3.1.11' using GLoBES 3.2.13
# The command line was
# ../cdr_testsetup/mydis -X-1.07,-1.07 -R1,100 -Y-180,180 -x-1.5,-0.7 -y-180,180 -r40,40 -p0.5857,0.148,0.838,0.0,0.000075,-0.002439 -E0.023,0.018,0.048,0.0,0.024,0.016 -F -d 0.02 -DNUTIME=0.584112149533 -DNUBARTIME=0.584112149533 dune_optimized_long.glb data/optimized_long_q23lo_io_exp50 
#
# Mon Jan 16 09:34:33 2017

C   -1.070000e+00	-1.800000e+02
G++ -5.589893e-15	5.857000e-01	1.480241e-01	8.380000e-01	-3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
G++ 3.333072e+00	5.854767e-01	1.481477e-01	8.396104e-01	-3.097873e-01	7.493271e-05	-2.456121e-03	1.000332	
G++ -1.961982e-14	5.857000e-01	1.480241e-01	8.380000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
T++ 2.819882e+02	5.893360e-01	0.000000e+00	8.136982e-01	1.474929e-01	7.606326e-05	-2.446479e-03	0.999565	
T++ 2.819882e+02	5.893383e-01	0.000000e+00	8.136438e-01	-6.653880e-02	7.606362e-05	-2.446478e-03	0.999565	
T++ 2.819882e+02	5.893360e-01	0.000000e+00	8.136982e-01	1.474929e-01	7.606326e-05	-2.446479e-03	0.999565	
D++ 3.845299e+00	5.854597e-01	1.482868e-01	8.404921e-01	0.000000e+00	7.494284e-05	-2.456341e-03	0.998822	
D++ -8.161067e-14	5.857000e-01	1.480241e-01	8.380000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 3.845299e+00	5.854597e-01	1.482868e-01	8.404921e-01	0.000000e+00	7.494284e-05	-2.456341e-03	0.998822	
D++ -2.016409e-14	5.857000e-01	1.480241e-01	8.380000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 3.845299e+00	5.854597e-01	1.482868e-01	8.404921e-01	0.000000e+00	7.494284e-05	-2.456341e-03	0.998822	
D++ -8.161067e-14	5.857000e-01	1.480241e-01	8.380000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 3.845300e+00	5.854598e-01	1.482869e-01	8.404904e-01	0.000000e+00	7.494284e-05	-2.456341e-03	0.998822	
D++ -3.850458e-16	5.857000e-01	1.480241e-01	8.380000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 3.845299e+00	5.854597e-01	1.482868e-01	8.404921e-01	0.000000e+00	7.494284e-05	-2.456341e-03	0.998822	
D++ -8.161067e-14	5.857000e-01	1.480241e-01	8.380000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 3.845299e+00	5.854597e-01	1.482868e-01	8.404921e-01	0.000000e+00	7.494284e-05	-2.456341e-03	0.998822	
D++ -3.408187e-14	5.857000e-01	1.480241e-01	8.380000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
A++ 1.911648e+00	5.858372e-01	1.486899e-01	7.853982e-01	-3.087271e+00	7.501735e-05	-2.435714e-03	0.999832	
A++ 5.845666e+00	5.855364e-01	1.488356e-01	7.853982e-01	-3.832696e-01	7.493079e-05	-2.451747e-03	1.000230	
A++ 1.911648e+00	5.858372e-01	1.486899e-01	7.853982e-01	3.195915e+00	7.501735e-05	-2.435714e-03	0.999832	
G+- 2.772954e+00	5.858855e-01	1.490055e-01	7.596522e-01	-3.061218e+00	7.503758e-05	-2.438723e-03	0.999711	
G+- 7.000850e+00	5.855347e-01	1.491122e-01	7.627407e-01	-4.143879e-01	7.493900e-05	-2.453953e-03	1.000168	
T+- 2.776887e+02	5.898292e-01	0.000000e+00	7.360453e-01	1.437195e-01	7.621943e-05	-2.450088e-03	0.999501	
T+- 2.776887e+02	5.898295e-01	0.000000e+00	7.360835e-01	-8.900582e-02	7.621942e-05	-2.450092e-03	0.999501	
D+- 8.087900e+00	5.855372e-01	1.492574e-01	7.656171e-01	0.000000e+00	7.495675e-05	-2.453769e-03	0.998163	
D+- 2.829213e+00	5.859135e-01	1.490348e-01	7.600106e-01	3.141593e+00	7.504569e-05	-2.438518e-03	0.999379	
D+- 8.087900e+00	5.855369e-01	1.492580e-01	7.656089e-01	0.000000e+00	7.495675e-05	-2.453769e-03	0.998163	
D+- 2.829213e+00	5.859137e-01	1.490346e-01	7.600125e-01	3.141593e+00	7.504563e-05	-2.438519e-03	0.999379	
D+- 8.087900e+00	5.855372e-01	1.492574e-01	7.656171e-01	0.000000e+00	7.495675e-05	-2.453769e-03	0.998163	
D+- 2.829213e+00	5.859135e-01	1.490348e-01	7.600106e-01	3.141593e+00	7.504569e-05	-2.438518e-03	0.999379	
D+- 8.087899e+00	5.855361e-01	1.492598e-01	7.655827e-01	0.000000e+00	7.495676e-05	-2.453768e-03	0.998162	
D+- 2.829214e+00	5.859101e-01	1.490353e-01	7.600054e-01	3.141593e+00	7.504646e-05	-2.438522e-03	0.999380	
A+- 1.911648e+00	5.858372e-01	1.486899e-01	7.853982e-01	-3.087271e+00	7.501735e-05	-2.435714e-03	0.999832	
