# This file was created by 'globes-accuracy 3.1.11' using GLoBES 3.2.13
# The command line was
# ../cdr_testsetup/octant_fixth13 -p0.5857,0.148,0.726,0.0,0.000075,0.002524 -E0.023,0.018,0.0,0.0,0.024,0.016 -d 0.02 -DNUTIME=3.5046728972 -DNUBARTIME=3.5046728972 dune_optimized_long.glb data/octant_optimized_long_no_exp300 
#
# Tue Jan 24 08:52:57 2017

nom        0.6108652382               0       127.11179      161.545389
nom        0.6108652382    0.1256637061     132.7272663     154.0630505
nom        0.6108652382    0.2513274123     139.3528418     148.1557746
nom        0.6108652382    0.3769911184     146.7637304     143.7887256
nom        0.6108652382    0.5026548246     154.6779057     140.8529737
nom        0.6108652382    0.6283185307     162.7719634     139.1759644
nom        0.6108652382    0.7539822369     170.6982855      138.537397
nom        0.6108652382     0.879645943     178.1077977     138.6893944
nom        0.6108652382     1.005309649     184.6712699     139.3805256
nom        0.6108652382     1.130973355     190.1013054     140.3837393
nom        0.6108652382     1.256637061     194.1711843     141.5252665
nom        0.6108652382     1.382300768     196.7292007      142.705688
nom        0.6108652382     1.507964474     197.7068196      143.903655
nom        0.6108652382      1.63362818     197.1207478     145.1642678
nom        0.6108652382     1.759291886     195.0677398     146.5829868
nom        0.6108652382     1.884955592     191.7143258     148.2926153
nom        0.6108652382     2.010619298     187.2814403     150.4528662
nom        0.6108652382     2.136283004     182.0262814     153.2391412
nom        0.6108652382     2.261946711     176.2227579     156.8283049
nom        0.6108652382     2.387610417     170.1421766     161.3818629
nom        0.6108652382     2.513274123     164.0355536      167.028683
nom        0.6108652382     2.638937829      158.119299     173.8496241
nom        0.6108652382     2.764601535     152.5641315      181.865789
nom        0.6108652382     2.890265241     147.4897693     191.0312028
nom        0.6108652382     3.015928947     142.9646126      201.230367
nom        0.6108652382     3.141592654     139.0106486     212.2802429
nom        0.6108652382      3.26725636     135.6123575     223.9364308
nom        0.6108652382     3.392920066     132.7277745     235.9037491
nom        0.6108652382     3.518583772     130.2994122     247.8451253
nom        0.6108652382     3.644247478     128.2635108      259.401569
nom        0.6108652382     3.769911184     126.5570521     270.2044102
nom        0.6108652382      3.89557489     125.1226391     279.8925824
nom        0.6108652382     4.021238597     123.9114858     288.1287815
nom        0.6108652382     4.146902303     122.8853422     294.6146981
nom        0.6108652382     4.272566009     122.0154159     299.1046431
nom        0.6108652382     4.398229715     121.2832468     301.4170001
nom        0.6108652382     4.523893421     120.6764924     301.4429213
nom        0.6108652382     4.649557127      120.184787     299.1519346
nom        0.6108652382     4.775220833      119.793594     294.5941468
nom        0.6108652382      4.90088454      136.179713     287.8989348
nom        0.6108652382     5.026548246     133.3714074     279.2701672
nom        0.6108652382     5.152211952     118.8948443     268.9781869
nom        0.6108652382     5.277875658     118.5090498     257.3486126
nom        0.6108652382     5.403539364     117.9930802     244.7491012
nom        0.6108652382      5.52920307     117.3675133     231.5736863
nom        0.6108652382     5.654866776     116.8121012     218.2260244
