# This file was created by 'globes-deltatheta 3.1.11' using GLoBES 3.2.13
# The command line was
# ../cdr_testsetup/mydth -c -B -X30,60 -Y-210,210 -R200,200 -p0.5857,0.148,0.922,0,0.000075,0.002524 -E0.023,0.025,0.0,0.0,0.024,0.020 -d0.02 -F -d 0.02 -DNUTIME=6.4953271028 -DNUBARTIME=6.4953271028 dune_optimized_long.glb data/bubble_q23_optimized_long_dcp0_q23hi_exp556 
#
# Thu Jan 19 02:52:43 2017

30.000000 -210.000000 2788.473817
30.000000 -207.889447 2780.944343
30.000000 -205.778894 2773.453680
30.000000 -203.668342 2766.018702
30.000000 -201.557789 2758.655615
30.000000 -199.447236 2751.379889
30.000000 -197.336683 2744.206192
30.000000 -195.226131 2737.148326
30.000000 -193.115578 2730.219167
30.000000 -191.005025 2723.430618
30.000000 -188.894472 2716.793559
30.000000 -186.783920 2710.317806
30.000000 -184.673367 2704.012088
30.000000 -182.562814 2697.884013
30.000000 -180.452261 2691.940057
30.000000 -178.341709 2686.185555
30.000000 -176.231156 2680.624699
30.000000 -174.120603 2675.260547
30.000000 -172.010050 2670.095037
30.000000 -169.899497 2665.129011
30.000000 -167.788945 2660.361057
30.000000 -165.678392 2655.792233
30.000000 -163.567839 2651.419182
30.000000 -161.457286 2647.238733
30.000000 -159.346734 2643.246841
30.000000 -157.236181 2639.438642
30.000000 -155.125628 2635.808520
30.000000 -153.015075 2632.350179
30.000000 -150.904523 2629.056712
30.000000 -148.793970 2625.920678
30.000000 -146.683417 2622.934176
30.000000 -144.572864 2620.088929
30.000000 -142.462312 2617.376356
30.000000 -140.351759 2614.787654
30.000000 -138.241206 2612.313881
30.000000 -136.130653 2609.946024
30.000000 -134.020101 2607.675086
30.000000 -131.909548 2605.492154
30.000000 -129.798995 2603.388472
30.000000 -127.688442 2601.355516
30.000000 -125.577889 2599.385056
30.000000 -123.467337 2597.469224
30.000000 -121.356784 2595.600576
30.000000 -119.246231 2593.772146
30.000000 -117.135678 2591.977507
30.000000 -115.025126 2590.210818
30.000000 -112.914573 2588.466875
30.000000 -110.804020 2586.741151
30.000000 -108.693467 2585.029844
30.000000 -106.582915 2583.329908
30.000000 -104.472362 2581.639088
30.000000 -102.361809 2579.955951
30.000000 -100.251256 2578.279914
30.000000 -98.140704 2576.611261
30.000000 -96.030151 2574.951167
30.000000 -93.919598 2573.301710
30.000000 -91.809045 2571.665883
30.000000 -89.698492 2570.047599
30.000000 -87.587940 2568.451694
30.000000 -85.477387 2566.883928
30.000000 -83.366834 2565.350973
30.000000 -81.256281 2563.860406
30.000000 -79.145729 2562.420690
30.000000 -77.035176 2561.041153
30.000000 -74.924623 2559.731960
30.000000 -72.814070 2558.504080
30.000000 -70.703518 2557.369246
30.000000 -68.592965 2556.339910
30.000000 -66.482412 2555.429190
30.000000 -64.371859 2554.650810
30.000000 -62.261307 2554.019032
30.000000 -60.150754 2553.548587
30.000000 -58.040201 2553.254586
30.000000 -55.929648 2553.152439
30.000000 -53.819095 2553.257753
30.000000 -51.708543 2553.586232
30.000000 -49.597990 2554.153564
30.000000 -47.487437 2554.975302
30.000000 -45.376884 2556.066746
30.000000 -43.266332 2557.444030
30.000000 -41.155779 2559.119008
30.000000 -39.045226 2561.106715
30.000000 -36.934673 2563.420070
30.000000 -34.824121 2566.071040
30.000000 -32.713568 2569.070492
30.000000 -30.603015 2572.428049
30.000000 -28.492462 2576.151945
30.000000 -26.381910 2580.248882
30.000000 -24.271357 2584.723901
30.000000 -22.160804 2589.580249
30.000000 -20.050251 2594.819267
30.000000 -17.939698 2600.440285
30.000000 -15.829146 2606.440533
30.000000 -13.718593 2612.815069
30.000000 -11.608040 2619.556726
30.000000 -9.497487 2626.656081
30.000000 -7.386935 2634.101447
30.000000 -5.276382 2641.878887
30.000000 -3.165829 2649.972259
30.000000 -1.055276 2658.363280
30.000000 1.055276 2667.031622
30.000000 3.165829 2675.955028
30.000000 5.276382 2685.109454
30.000000 7.386935 2694.469235
30.000000 9.497487 2704.007269
30.000000 11.608040 2713.695213
30.000000 13.718593 2723.503700
30.000000 15.829146 2733.402558
30.000000 17.939698 2743.361039
30.000000 20.050251 2753.348046
30.000000 22.160804 2763.332359
30.000000 24.271357 2773.282851
30.000000 26.381910 2783.168701
30.000000 28.492462 2792.959586
30.000000 30.603015 2802.625865
30.000000 32.713568 2812.138738
30.000000 34.824121 2821.470393
30.000000 36.934673 2830.594132
30.000000 39.045226 2839.484478
30.000000 41.155779 2848.117259
30.000000 43.266332 2856.469680
30.000000 45.376884 2864.520375
30.000000 47.487437 2872.249439
30.000000 49.597990 2879.638455
30.000000 51.708543 2886.670497
30.000000 53.819095 2893.330134
30.000000 55.929648 2899.603411
30.000000 58.040201 2905.477836
30.000000 60.150754 2910.942351
30.000000 62.261307 2915.987302
30.000000 64.371859 2920.604406
30.000000 66.482412 2924.786716
30.000000 68.592965 2928.528579
30.000000 70.703518 2931.825606
30.000000 72.814070 2934.674628
30.000000 74.924623 2937.073660
30.000000 77.035176 2939.021870
30.000000 79.145729 2940.519540
30.000000 81.256281 2941.568039
30.000000 83.366834 2942.169787
30.000000 85.477387 2942.328231
30.000000 87.587940 2942.047815
30.000000 89.698492 2941.333956
30.000000 91.809045 2940.193020
30.000000 93.919598 2938.632299
30.000000 96.030151 2936.659985
30.000000 98.140704 2934.285153
30.000000 100.251256 2931.517735
30.000000 102.361809 2928.368498
30.000000 104.472362 2924.849020
30.000000 106.582915 2920.971668
30.000000 108.693467 2916.749566
30.000000 110.804020 2912.196569
