# This file was created by 'globes-discovery 3.1.11' using GLoBES 3.2.13
# The command line was
# ../cdr_testsetup/mydis -X-1.07,-1.07 -R1,100 -Y-180,180 -x-1.5,-0.7 -y-180,180 -r40,40 -p0.5857,0.148,0.873,0.0,0.000075,-0.002439 -E0.023,0.0,0.0,0.0,0.024,0.0 -F -d 0.02 -DNUTIME=11.4953271028 -DNUBARTIME=11.4953271028 dune_optimized_long.glb data/optimized_long_io_noconstr_exp984 
#
# Tue Jan 17 01:45:04 2017

C   -1.070000e+00	-1.800000e+02
G++ 2.919473e-12	5.857000e-01	1.480241e-01	8.730000e-01	-3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
G++ 5.318649e+01	5.846262e-01	1.492405e-01	8.745739e-01	-3.546771e-01	7.344761e-05	-2.464088e-03	1.007714	
T++ 3.713854e+03	6.162466e-01	0.000000e+00	8.472666e-01	9.697643e-01	8.418223e-05	-2.451898e-03	0.995795	
T++ 3.713851e+03	6.161969e-01	0.000000e+00	8.473517e-01	1.094837e-01	8.417849e-05	-2.451902e-03	0.995796	
D++ 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989599	
D++ -1.363549e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989598	
D++ -1.072486e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989599	
D++ -1.363549e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D++ 5.860211e+01	5.843902e-01	1.503587e-01	8.746347e-01	0.000000e+00	7.356708e-05	-2.464222e-03	0.989624	
D++ 5.842247e-13	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
A++ 1.725680e+02	5.853418e-01	1.603958e-01	7.853982e-01	-3.194755e+00	7.493444e-05	-2.424453e-03	0.999552	
A++ 2.399554e+02	5.837914e-01	1.625077e-01	7.853982e-01	-2.558831e-01	7.302331e-05	-2.447249e-03	1.005981	
G+- 1.185500e+01	5.846872e-01	1.722370e-01	7.201000e-01	-3.199809e+00	7.484558e-05	-2.441723e-03	0.996651	
G+- 7.449135e+01	5.834737e-01	1.745888e-01	7.197059e-01	-2.363104e-01	7.299954e-05	-2.464392e-03	1.003958	
T+- 3.638628e+03	6.248648e-01	0.000000e+00	7.151011e-01	1.046490e+00	8.708442e-05	-2.453225e-03	0.994257	
T+- 3.638628e+03	6.249639e-01	0.000000e+00	7.150997e-01	1.109441e-02	8.707722e-05	-2.453261e-03	0.994267	
D+- 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989599	
D+- -1.363549e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D+- 7.785135e+01	5.833204e-01	1.756509e-01	7.198751e-01	0.000000e+00	7.311905e-05	-2.464241e-03	0.990123	
D+- 1.219923e+01	5.845088e-01	1.719924e-01	7.200691e-01	3.141593e+00	7.477984e-05	-2.441858e-03	0.999801	
D+- 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989599	
D+- -1.363549e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D+- 7.785135e+01	5.833098e-01	1.756582e-01	7.198517e-01	0.000000e+00	7.311841e-05	-2.464244e-03	0.990142	
D+- 1.219924e+01	5.845021e-01	1.719979e-01	7.200703e-01	3.141593e+00	7.477945e-05	-2.441854e-03	0.999802	
A+- 1.725680e+02	5.853290e-01	1.604016e-01	7.853982e-01	-3.194689e+00	7.493892e-05	-2.424452e-03	0.999531	
A+- 2.399557e+02	5.837908e-01	1.625340e-01	7.853982e-01	-2.551549e-01	7.302349e-05	-2.447253e-03	1.005965	
G-+ 4.537765e+02	6.091554e-01	1.362569e-01	8.718877e-01	1.402625e+00	8.162284e-05	2.550330e-03	0.885805	
T-+ 3.713934e+03	6.160653e-01	0.000000e+00	8.474114e-01	3.723435e+00	8.418445e-05	2.563774e-03	0.995780	
D-+ 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989599	
D-+ -1.363549e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D-+ 7.696421e+02	5.923585e-01	1.330584e-01	8.728435e-01	0.000000e+00	7.640027e-05	2.538105e-03	0.867534	
D-+ 8.922046e+02	5.793869e-01	1.368063e-01	8.746249e-01	3.141593e+00	7.352838e-05	2.564479e-03	0.842697	
A-+ 5.744511e+02	6.098126e-01	1.486499e-01	7.853982e-01	1.388259e+00	8.190940e-05	2.534971e-03	0.894521	
G-- 3.858695e+02	6.106363e-01	1.600843e-01	7.201013e-01	1.393331e+00	8.212472e-05	2.551206e-03	0.896260	
G-- 3.858699e+02	6.105833e-01	1.600687e-01	7.201453e-01	-4.889390e+00	8.213195e-05	2.551239e-03	0.896210	
T-- 3.638738e+03	6.247350e-01	0.000000e+00	7.151437e-01	3.216763e+00	8.707652e-05	2.567596e-03	0.994244	
T-- 3.638738e+03	6.247351e-01	0.000000e+00	7.151436e-01	3.448813e+00	8.707653e-05	2.567596e-03	0.994244	
D-- 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989599	
D-- -1.363549e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D-- 7.428034e+02	5.933346e-01	1.551337e-01	7.210287e-01	0.000000e+00	7.663907e-05	2.538777e-03	0.873923	
D-- 8.901011e+02	5.771008e-01	1.609792e-01	7.214287e-01	3.141593e+00	7.308064e-05	2.562457e-03	0.845756	
D-- 5.860219e+01	5.843646e-01	1.503591e-01	8.746186e-01	0.000000e+00	7.356656e-05	-2.464195e-03	0.989599	
D-- -1.363549e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.141593e+00	7.500000e-05	-2.439000e-03	1.000000	
D-- 7.428034e+02	5.933346e-01	1.551337e-01	7.210287e-01	0.000000e+00	7.663907e-05	2.538777e-03	0.873923	
D-- 8.901011e+02	5.771008e-01	1.609791e-01	7.214287e-01	3.141593e+00	7.308063e-05	2.562457e-03	0.845756	
A-- 5.744512e+02	6.098121e-01	1.486470e-01	7.853982e-01	1.388260e+00	8.190965e-05	2.534971e-03	0.894519	
A-- 5.744512e+02	6.098121e-01	1.486471e-01	7.853982e-01	-4.894925e+00	8.190965e-05	2.534971e-03	0.894519	
C   -1.070000e+00	-1.763636e+02
G++ 2.314129e-12	5.857000e-01	1.480241e-01	8.730000e-01	-3.078126e+00	7.500000e-05	-2.439000e-03	1.000000	
G++ 5.155732e+01	5.845192e-01	1.491197e-01	8.745580e-01	-4.696249e-01	7.341907e-05	-2.463595e-03	1.009934	
G++ 2.009611e-12	5.857000e-01	1.480241e-01	8.730000e-01	3.205059e+00	7.500000e-05	-2.439000e-03	1.000000	
T++ 3.719229e+03	6.164651e-01	0.000000e+00	8.472000e-01	9.501731e-01	8.425706e-05	-2.451862e-03	0.995762	
T++ 3.719226e+03	6.164161e-01	0.000000e+00	8.472839e-01	1.449664e-01	8.425335e-05	-2.451866e-03	0.995764	
T++ 3.719229e+03	6.164651e-01	0.000000e+00	8.472000e-01	1.116289e+00	8.425706e-05	-2.451862e-03	0.995762	
D++ 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D++ 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
D++ 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D++ 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
D++ 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D++ 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
D++ 6.065075e+01	5.843235e-01	1.505853e-01	8.746428e-01	0.000000e+00	7.358607e-05	-2.464097e-03	0.986304	
D++ 3.089071e-01	5.858211e-01	1.482142e-01	8.729944e-01	3.141593e+00	7.505072e-05	-2.438817e-03	0.996994	
D++ 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D++ 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
D++ 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D++ 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
A++ 1.725608e+02	5.853370e-01	1.603847e-01	7.853982e-01	-3.137129e+00	7.493374e-05	-2.424415e-03	0.999559	
A++ 2.385282e+02	5.837382e-01	1.623771e-01	7.853982e-01	-3.571343e-01	7.299501e-05	-2.446970e-03	1.008201	
A++ 1.725608e+02	5.853370e-01	1.603847e-01	7.853982e-01	3.146056e+00	7.493374e-05	-2.424415e-03	0.999559	
G+- 1.186619e+01	5.846748e-01	1.722248e-01	7.200975e-01	-3.144052e+00	7.484272e-05	-2.441688e-03	0.996729	
G+- 7.321002e+01	5.834264e-01	1.744520e-01	7.196958e-01	-3.262475e-01	7.297646e-05	-2.464172e-03	1.005825	
T+- 3.643331e+03	6.251470e-01	0.000000e+00	7.150896e-01	1.029447e+00	8.718680e-05	-2.453202e-03	0.994209	
T+- 3.643332e+03	6.252464e-01	0.000000e+00	7.150866e-01	1.531681e-02	8.717962e-05	-2.453237e-03	0.994219	
D+- 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D+- 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
D+- 7.949447e+01	5.832773e-01	1.759130e-01	7.199189e-01	0.000000e+00	7.314592e-05	-2.464126e-03	0.986855	
D+- 1.186666e+01	5.846727e-01	1.722078e-01	7.200966e-01	3.141593e+00	7.484149e-05	-2.441692e-03	0.996886	
D+- 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D+- 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
D+- 7.949445e+01	5.832665e-01	1.759217e-01	7.198978e-01	0.000000e+00	7.314536e-05	-2.464128e-03	0.986875	
D+- 1.186667e+01	5.846644e-01	1.722113e-01	7.200980e-01	3.141593e+00	7.484132e-05	-2.441686e-03	0.996882	
A+- 1.725608e+02	5.853204e-01	1.603885e-01	7.853982e-01	-3.136889e+00	7.493850e-05	-2.424413e-03	0.999532	
A+- 2.385287e+02	5.837941e-01	1.624011e-01	7.853982e-01	-3.566868e-01	7.298937e-05	-2.446970e-03	1.007903	
G-+ 4.353328e+02	6.085162e-01	1.364043e-01	8.720031e-01	1.401059e+00	8.143910e-05	2.550327e-03	0.888555	
T-+ 3.719308e+03	6.162810e-01	0.000000e+00	8.473474e-01	3.719721e+00	8.425930e-05	2.563803e-03	0.995748	
D-+ 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D-+ 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
D-+ 7.425275e+02	5.922487e-01	1.329801e-01	8.728516e-01	0.000000e+00	7.638712e-05	2.538164e-03	0.869867	
D-+ 8.644142e+02	5.793047e-01	1.366261e-01	8.746095e-01	3.141593e+00	7.352758e-05	2.564537e-03	0.845181	
A-+ 5.570048e+02	6.091366e-01	1.488431e-01	7.853982e-01	1.386323e+00	8.171342e-05	2.534921e-03	0.897237	
G-- 3.691708e+02	6.098781e-01	1.602696e-01	7.202327e-01	-4.891083e+00	8.192395e-05	2.551169e-03	0.898929	
G-- 3.691703e+02	6.099265e-01	1.602867e-01	7.201910e-01	1.391644e+00	8.191681e-05	2.551137e-03	0.898980	
T-- 3.643441e+03	6.250177e-01	0.000000e+00	7.151310e-01	1.509807e+00	8.717879e-05	2.567660e-03	0.994196	
T-- 3.643441e+03	6.250176e-01	0.000000e+00	7.151311e-01	3.212868e+00	8.717879e-05	2.567660e-03	0.994196	
D-- 6.065082e+01	5.842977e-01	1.505842e-01	8.746281e-01	0.000000e+00	7.358550e-05	-2.464070e-03	0.986277	
D-- 3.089068e-01	5.858192e-01	1.482155e-01	8.729929e-01	3.141593e+00	7.505072e-05	-2.438816e-03	0.996994	
